"ProbeName","GeneSymbol","logFC","AveExpr","t","adj.P.Val"
"A_33_P3405459","C20orf195",-4.8334449311043,6.21381403713502,-39.0617059855048,0.000368517770590871
"A_23_P89431","CCL2",-2.30563535341151,11.4706233075978,-37.8600693933212,0.000399145179554597
"A_24_P563545","SLC30A7",-3.13912917282791,4.3927014688918,-36.4008826124338,0.000427936596743335
"A_23_P503200","PHF10",-1.83472768973682,5.21826731805177,-35.6070373327045,0.000447522753665055
"A_23_P106433","RCCD1",-1.92670682704302,6.39452461293329,-34.7507024707402,0.000454951212067435
"A_23_P206441","FANCA",-2.20996313283295,6.54534584227554,-34.5743869431111,0.000454951212067435
"A_33_P3302220","NR2C1",-1.62321257885776,10.8210697993616,-34.1994501642446,0.000458436163845782
"A_33_P3420816","GDF1",-6.94111628333615,6.90636461351357,-34.1329209573111,0.000458436163845782
"A_23_P28733","RBL1",-1.85636622136684,9.72085601726396,-34.0323017550066,0.000458436163845782
"A_23_P17130","C2orf88",-1.62409292843981,7.08398522676068,-33.4478324253715,0.000475137815666515
"A_23_P41716","GNB2L1",-2.14142320715973,8.33856001609397,-32.8591328691656,0.000505216031164792
"A_23_P65983","CCDC102A",-3.32173684860372,8.05926155077881,-32.8415864119956,0.000505216031164792
"A_33_P3226439","LOC728903",-1.60544450661604,9.77920457803943,-32.0282298760093,0.000519700671418323
"A_33_P3414883","ATMIN",-1.86182302621427,6.42158999341075,-31.7890105130194,0.000523380742616397
"A_23_P106682","EMP2",-2.31809395305348,7.12114419161994,-31.6229652578466,0.000531058195933954
"A_24_P232790","C14orf162",-1.81265752513816,6.57869719583795,-31.4893090327772,0.000531566412905653
"A_23_P360744","RAG1",-1.62805417555255,9.75558483452736,-31.3777658338953,0.000531566412905653
"A_23_P342138","ADAMTSL1",-1.79497069964395,7.61188567007961,-31.2005334007413,0.000536207326777927
"A_23_P114232","PRDX4",-1.80860984296,8.04169464627431,-30.8314515502708,0.000538984667091198
"A_23_P303260","STX7",-3.01766309390626,8.17342205366227,-30.6279689604012,0.000538986568792491
"A_23_P115167","LRRC8B",-1.6493233720743,8.91405377165539,-30.3508995581127,0.00055211609874913
"A_33_P3215788","ANKRD36",-1.69341058313919,8.08716447704477,-30.2346034465444,0.000555240216511174
"A_23_P420373","DNMT3A",-1.53391469551261,13.1457616133816,-29.3851389663532,0.00058997533798545
"A_23_P202071","CELF2",-1.73035155355915,8.14793515940397,-29.3416051215723,0.00058997533798545
"A_23_P117599","AHSA1",-1.47952781135859,5.04066737886265,-28.6308541356335,0.000599227841064504
"A_23_P115407","GSTM1",-4.89934531400697,6.29089718438427,-28.5260362678212,0.000599227841064504
"A_23_P9662","IPP",-1.75907561358154,4.18694433259728,-28.3976943830867,0.000600386004465833
"A_23_P2066","APIP",-1.63497692959191,8.981023286978,-28.3589818441806,0.000600386004465833
"A_24_P289404","RPS26",-1.48876945340978,3.80415484429115,-28.3402382184294,0.000600386004465833
"A_23_P120694","KCNE2",-1.9394569536782,5.35915472313434,-28.28438601019,0.000600386004465833
"A_24_P324640","ZNF544",-1.58238881536955,9.19811506526835,-28.0682219611672,0.000606037967150379
"A_33_P3226557","PRR23B",-1.34354024904707,7.59682277640777,-27.4172137447495,0.000623065543081406
"A_23_P120335","MTX2",-1.40996978376268,7.33651330742962,-27.3394181319733,0.000623065543081406
"A_33_P3333537","VPS13C",-1.61122646719226,6.97609927717032,-27.0059054106846,0.000641648618538982
"A_23_P105562","VWF",-1.49315728861941,11.5258082574029,-26.9023302806088,0.000641648618538982
"A_23_P11995","PRDX1",-1.96658233170684,6.80179667036279,-26.5748035534863,0.00064787281012671
"A_23_P146811","FBXO38",-1.81056676481347,8.12369463464932,-26.4132807926424,0.000662297890519855
"A_33_P3325257","LOC442421",-1.68812898921784,10.3370934016877,-26.2449924448397,0.000677937968032955
"A_33_P3276364","HSD17B7",-1.42280173948204,8.00167601890427,-26.0255029619879,0.000682392631360426
"A_23_P333218","ERGIC1",-1.51258233755178,7.33567345804817,-25.7988532515576,0.000685645676223736
"A_23_P20980","CYC1",-1.78290962116946,6.3881551582583,-25.5939372215363,0.000687540603647023
"A_23_P66050","B3GNT9",-1.22423409677492,6.41533454400107,-25.521258575741,0.000687540603647023
"A_23_P50232","AURKC",-1.32384689323701,9.38652960657405,-25.2594738584912,0.000700272035821558
"A_33_P3230698","KIF1A",-1.49880192646041,5.81866046742542,-25.2017219743098,0.000700272035821558
"A_33_P3365072","LCE6A",-1.170695745428,6.45177301777382,-24.7411426372045,0.000738715197643156
"A_24_P347704","CTCF",-1.2802106869301,12.0641101398961,-24.736845594579,0.000738715197643156
"A_23_P402000","ZNF527",-1.59362974748184,7.44071247233857,-24.6748684585868,0.000739603573250833
"A_23_P118690","ZNF207",-1.62710032625727,6.82370990052227,-24.4896344208813,0.000748115368181902
"A_23_P168610","TSPAN13",-1.73679430043981,8.01896534382904,-24.2512598020425,0.000756937530258362
"A_33_P3251776","HSD3B7",-1.31707511127681,6.51383152487949,-24.1533857389993,0.000756937530258362
"A_23_P385217","ARL8B",-1.70506474159945,8.15771188414841,-24.1449722019592,0.000756937530258362
"A_33_P3259403","PAN3",-2.36418881814481,7.6750089050667,-24.1314174610646,0.000756937530258362
"A_33_P3236993","ARVCF",-1.13275715275099,9.14307114035851,-24.1287858166957,0.000756937530258362
"A_33_P3298406","C9orf102",-1.73953844470645,8.17933859274409,-24.0537288940975,0.000759070620250071
"A_23_P115149","WDR77",-1.11223520936699,7.02009972843257,-23.7971171661767,0.000770716130717573
"A_23_P363769","KRT86",-1.43964718577861,7.34598105446422,-23.7825398349357,0.000770716130717573
"A_23_P327140","RNF213",-1.16579835219142,11.0561427163087,-23.5969242332248,0.000783515626598691
"A_23_P102364","NGEF",-1.15476659500422,7.5448287927601,-23.2821208071241,0.000805969928869822
"A_24_P89843","CYHR1",-1.67620512709585,8.13914447086288,-23.2690009223263,0.000805969928869822
"A_23_P308673","TAOK2",-1.39494333860329,7.38781463969699,-23.2608832836864,0.000805969928869822
"A_33_P3297468","SLC34A3",-1.94235054828668,5.95978015967843,-23.2477226129072,0.000805969928869822
"A_23_P121222","RAD18",-1.2489272688728,3.85707545471597,-23.1587579555641,0.000815967695745433
"A_23_P59877","FABP5",-1.56652643516573,7.37180880958501,-22.9586476160467,0.000827517787167576
"A_23_P323102","PCDHA9",-1.12697521817039,7.77320931202514,-22.7175198962602,0.000842652064559815
"A_23_P209962","SMC6",-1.14943004321934,10.4159106540926,-22.7099395159626,0.000842652064559815
"A_33_P3398448","PARP10",-1.3718231449665,7.25217988323113,-22.7039885885205,0.000842652064559815
"A_23_P75204","NSMCE4A",-1.08845589813422,8.68479644233991,-22.6826848470295,0.000842652064559815
"A_23_P11353","ATP6AP2",-1.32573820704846,13.3946084056598,-22.6274323572346,0.000842652064559815
"A_24_P74064","ZFP161",-1.10470892076967,8.48937282333546,-22.614256598558,0.000842652064559815
"A_23_P33809","IMP3",-1.11053164184384,6.77841934096699,-22.6007740603567,0.000842652064559815
"A_23_P305550","GPR35",-1.04789114189079,7.29001517749301,-22.4481104322874,0.000854485280114217
"A_33_P3382513","RPUSD1",-1.40540252751797,7.1686544227628,-22.1139503792732,0.00087825204726469
"A_23_P18493","PTPN13",-1.33091109724791,5.83061333297041,-22.1103291792402,0.00087825204726469
"A_33_P3403132","NR2F6",-1.03098655563272,9.51882637313131,-22.0868317485515,0.00087825204726469
"A_23_P1602","CDC42EP2",-1.7028513636181,6.29470255861581,-22.0275876806628,0.00087825204726469
"A_23_P110412","TMEM150C",-1.12309838084325,12.6599956863809,-21.7572546999136,0.000906404576651507
"A_33_P3403361","TIMM23",-3.32466057657722,4.02774432913006,-21.6556881204573,0.000917515770925602
"A_33_P3255409","PIH1D1",-1.01885909578241,4.67155941736888,-21.6192631940727,0.000921763736936789
"A_33_P3369844","CD24",-1.33934656738395,6.52402499895395,-21.4569320879746,0.000939242305634147
"A_33_P3327165","CCDC18",-1.64504064762143,6.81696408904241,-21.3946642058946,0.000939242305634147
"A_33_P3282390","GRM4",-1.1198827343784,8.54717195262722,-21.3674417493386,0.000939242305634147
"A_23_P122796","HDDC2",-1.0426686525476,9.18856153015457,-21.1631232823229,0.000965508702996672
"A_23_P122937","ELMO1",-1.14059357852464,10.3730910813274,-21.1566344282323,0.000965508702996672
"A_23_P429184","GNPNAT1",-1.00029272058567,6.9548766752131,-21.1262242508623,0.000965508702996672
"A_23_P116602","USP35",-1.17051497871108,7.22127904211954,-21.0617668693218,0.000969448197675173
"A_23_P131778","MANBAL",-1.12541747526729,8.51651351261838,-20.8806954171321,0.000978918218478461
"A_23_P206107","ULK3",-1.07983234228592,7.79894457254113,-20.8356470352965,0.000985749086696499
"A_23_P121676","CXXC4",-1.31241251289593,7.2171634248185,-20.7768481482405,0.000989860083088366
"A_23_P11214","NKRF",-2.78663893879862,5.87613733215973,-20.6776704617812,0.000994708472568001
"A_23_P110661","SKIV2L2",-1.21376312326096,8.59564076419123,-20.6531401520898,0.000994708472568001
"A_23_P109774","ZBTB11",-1.18802435966281,8.6531411895952,-20.6460175718247,0.000994708472568001
"A_33_P3280099","CACNA1B",-1.08257134481191,13.6086159209732,-20.6425645796458,0.000994708472568001
"A_32_P196047","DPY19L4",-1.0206808254937,5.01589674684316,-20.6212818750984,0.000994708472568001
"A_23_P34537","EPHX1",-1.24829307033546,7.48243476414276,-20.5839419246991,0.000995439439695728
"A_23_P210253","DGKD",-1.02828422221705,7.77917065603076,-20.4842472939006,0.00100165939202958
"A_24_P74932","PLP2",-1.1529002900171,12.1145918964005,-20.0554944194004,0.00104922611001258
"A_24_P109082","USP37",-1.87107316852451,9.85135873037416,-19.9878543779093,0.00105769304868793
"A_32_P160972","C6orf115",-1.54570285439444,4.31415231961301,-19.853435749186,0.00107451426318263
"A_33_P3294053","ANKRD39",-1.42598762620053,7.29378524047822,-19.8473802976582,0.00107451426318263
"A_23_P74320","SCYL3",-2.5272883396416,4.7415535233968,-19.7185970639284,0.00108412803971243
"A_23_P425750","ARMC6",-1.46513921585403,5.60176472002678,-19.7099325287258,0.00108412803971243
"A_23_P11774","UTP11L",-2.15350018491208,5.99572060712134,-19.6699788818336,0.00108817909114766
"A_23_P110569","TRIM36",-1.01971203490332,8.36790039504831,-19.6528362779178,0.00108997537500927
"A_33_P3226985","CDK5R1",-1.7311451903944,8.09088500639187,-19.5248923784822,0.00110969069304439
"A_23_P1280","ASCC1",-1.69942172622014,4.86590925646892,-19.3934660680185,0.00113096899534067
"A_33_P3354713","FUT11",-1.16273575747733,7.64031238229027,-19.2569712711528,0.00114691087751595
"A_23_P417942","FNBP1L",-1.02923164751165,6.30271811993287,-19.1779877842863,0.00115131210081507
"A_33_P3287584","PPP1R18",-1.81429529214269,8.07651440198345,-19.0941472141145,0.00115597313691108
"A_23_P108785","ACTR3",-1.01367013526542,7.71876975962563,-18.7743013454909,0.00121888755065626
"A_23_P393080","CALML3",-4.59363261797924,5.27937936046855,-18.5622530444296,0.00125626530865747
"A_33_P3276369","HSD17B7",-1.02712681021886,8.08916454818578,-18.5229290230236,0.00126309778045853
"A_24_P269814","PLEKHA1",-1.01417627290438,9.42397784701183,-18.4698938595089,0.00127300574118405
"A_23_P344568","FAM124A",-1.01926949325171,8.76083233931778,-18.4224530061072,0.00127503609414868
"A_23_P96633","CXorf48",-1.71288397952675,5.66242151960808,-18.3411286262733,0.00127689672145973
"A_33_P3502311","HERC2P7",-1.36299767137568,5.82946472919581,-18.2658251287428,0.00128822665004897
"A_33_P3365047","RBBP9",-1.23244308983442,11.4391937159413,-18.20430414973,0.00129542338365782
"A_32_P137939","ACTB",-1.23276382487414,9.89864955855265,-18.1838631771488,0.00129659486854168
"A_23_P252106","RIPK2",-1.57416164637071,4.09079784843416,-18.0410356323228,0.00130223829272309
"A_23_P171117","MORC4",-1.34747161955863,5.9321812740845,-17.6603053664247,0.00137249504997591
"A_23_P106798","SIAH1",-2.55887270845431,5.27201954501173,-17.6227659122724,0.0013757982027287
"A_33_P3271455","PXDN",-2.01195772461426,4.09679102041918,-17.6118108308121,0.0013757982027287
"A_23_P114656","HDAC1",-1.87382694194544,6.4035667232993,-17.5726726902675,0.00137599863931352
"A_23_P218068","PLEKHA5",-1.51474594592299,5.84743805021259,-17.5568376393759,0.00137895649136831
"A_23_P113634","CBFB",-1.28553822127461,4.1840700030531,-17.5104405710849,0.00138807449751131
"A_23_P129956","DUSP3",-1.18409954192991,11.0606385794182,-17.4093817563183,0.00140546611647901
"A_23_P10858","ANKLE2",-1.67675124314136,5.42872466322193,-17.3135079310263,0.00142613089818788
"A_23_P153945","GTDC1",-4.84710565024374,6.29767505248337,-17.3037963329661,0.00142613089818788
"A_23_P413303","DKFZP434I0714",-1.07308292861493,5.66148766556178,-17.2452340632386,0.00143341117108801
"A_23_P102202","MSH6",-1.65900838132274,7.9924777099184,-17.1498238099679,0.00144605715719075
"A_33_P3781394","LOC728769",-2.02321376837035,6.40237883644429,-16.97476500587,0.00148550379440643
"A_23_P113471","FAAH2",-1.72039106684242,6.49866793646063,-16.9416230261621,0.00148550379440643
"A_33_P3404706","SPN",-1.40769217199751,6.88427806627434,-16.906380848389,0.00148773349307745
"A_23_P69242","SUMF1",-1.16375922219187,5.56836545637592,-16.8884420131513,0.0014921762031869
"A_23_P81492","RPS14",-1.84609299376446,6.47292344343838,-16.8563232901286,0.00149379875222017
"A_23_P139575","PRR13",-2.97200738450782,4.45012951342938,-16.7487181110909,0.00150560257921275
"A_33_P3246022","LOC100132966",-1.06083564305289,4.49804918169259,-16.7297002737394,0.00150560257921275
"A_33_P3304252","MRPL32",-2.08117439841104,5.00753783226914,-16.7279966373416,0.00150560257921275
"A_23_P106835","BBS2",-1.25196333650163,9.72759381177755,-16.5827928422665,0.001538954780761
"A_24_P366787","FLJ42875",-1.11519549562722,4.96283336224579,-16.3488085433146,0.00159378750701797
"A_23_P369485","MGC45800",-1.06366768804267,7.17879324548062,-16.1270645422165,0.00164754852896898
"A_23_P141315","NLE1",-3.80572302430627,5.27518775196376,-16.0304752712675,0.00165498962477116
"A_23_P126917","IGSF3",-1.06820550237835,7.25598295899269,-15.982220037573,0.00166793712796754
"A_24_P303524","MICALL2",-1.27067925649994,10.0642493197211,-15.9695669011035,0.00167147612411407
"A_33_P3420068","GOLGA7",-1.07618823555187,7.83641233368152,-15.927673276281,0.00168623090483884
"A_33_P3659876","NCAPG2",-1.52865456157739,5.46469155511614,-15.8800463641072,0.00168724396731591
"A_23_P119141","KEAP1",-1.44452304434759,4.49661921696081,-15.7805894913312,0.00171036754571584
"A_33_P3357748","PVT1",-1.58396624005964,3.73931760143706,-15.6823348535132,0.00172198430629227
"A_33_P3556116","LOC145678",-1.06051282915847,4.47368409272435,-15.6591673974586,0.00172646438463369
"A_33_P3344277","HS1BP3",-1.62315591654476,5.75426531194122,-15.6162225195488,0.00173627888717494
"A_33_P3323218","ALS2CR8",-1.47187705979967,7.15761213663106,-15.5925209160688,0.00174065320779603
"A_32_P194779","ZBTB34",-1.47532978516255,6.20795557473117,-15.5717760995199,0.00174660856647603
"A_23_P131330","LRRTM1",-1.35050026395624,5.52166985137779,-15.5425428076797,0.00175479850256991
"A_23_P412321","CCR5",-1.0394147919044,11.2714032665768,-15.3995942868253,0.0018044238220706
"A_23_P102122","ARPC2",-1.26325207386622,10.4329695763389,-15.3931181596821,0.00180551589518182
"A_33_P3365616","BTF3L4",-1.24926535366409,8.34262782557236,-15.1459172563941,0.00188198047726238
"A_33_P3421275","NKX6-3",-1.69473915751813,6.55516763727322,-15.1123800217486,0.00188655199881424
"A_23_P118002","UQCRC2",-1.87801776661974,6.44760421906915,-15.0009763703452,0.00191942369350898
"A_32_P14744","RPS15A",-1.32159368270104,5.08051370775735,-14.9691771248316,0.00192334088971181
"A_33_P3393106","FAM188A",-1.00240010307956,7.2412848993462,-14.9609324636886,0.00192572923811911
"A_33_P3321342","INSIG2",-1.04510578253198,7.74817095235107,-14.9438967247823,0.00193306403760067
"A_23_P25566","GPR183",-1.87166006572372,5.4231925751875,-14.8977342185949,0.00195025368544564
"A_23_P11237","TAF1",-1.06675110592811,9.37115111947183,-14.7978860592176,0.0019751112364581
"A_23_P27075","GABARAP",-1.24461144456409,6.40946242526613,-14.7532678994003,0.00199145477101012
"A_24_P311926","HLA-G",-1.29257741034583,7.23064334197472,-14.7252424077685,0.00199487583994358
"A_23_P46095","C1orf131",-1.36896972218671,5.83986893523608,-14.5557986119551,0.00204064984780926
"A_33_P3364205","SBDSP1",-1.04643462319711,8.42764301018003,-14.490046995673,0.00204697574691443
"A_23_P5460","FEV",-1.08966227565319,5.23045324664608,-14.4523832444146,0.00205756594021881
"A_33_P3345663","PPP1R21",-1.05664809154308,5.71969612064341,-14.3880237488331,0.00208014324002794
"A_23_P94159","FBXO25",-1.07287001608843,6.32412375971378,-14.3820428252033,0.00208014324002794
"A_23_P339053","C16orf52",-1.39885548415324,5.4078252435962,-14.1586471811595,0.00216812546743598
"A_33_P3402551","H2BFXP",-1.12763268490495,7.69890077028447,-14.1335568542755,0.00217316666771768
"A_33_P3210900","SEC13",-2.76279973438741,4.83718289004627,-14.0745346241063,0.00220095471635893
"A_32_P100109","REPS2",-3.21234794212691,4.30254695452277,-14.0648150591431,0.00220310437014877
"A_33_P3384667","DCAF5",-1.02102993253813,9.80598098029507,-14.0573025692415,0.00220551795122176
"A_23_P69468","NDUFB4",-1.30472662247199,5.74304611075566,-13.7952960483359,0.00232785176418441
"A_23_P20876","PTPDC1",-1.04640742921553,6.20849819524705,-13.7331556979479,0.00235080906145111
"A_33_P3294608","MVP",-1.47554307168014,3.79102808930351,-13.6266312830263,0.00239201646239055
"A_24_P108451","GPI",-1.06484519013849,11.9039248608954,-13.513816333524,0.00241697029639643
"A_33_P3237096","INPP5F",-1.01635751730324,7.80048105224121,-13.5113019355986,0.00241697029639643
"A_23_P417200","TERF2",-1.05038217656797,11.0184721393379,-13.4379200341441,0.00245650230143796
"A_23_P105012","HRASLS2",-1.38190508357068,3.99466956703415,-13.3029751365177,0.00251059804106589
"A_23_P112004","LRRC6",-1.00949416167247,7.13189314939107,-13.218013720354,0.00253763737895171
"A_24_P227971","TP53TG3",-1.37809860874232,5.58845435753444,-13.1727440148711,0.00255742534545475
"A_33_P3280694","PION",-1.19980559943199,5.90603374764654,-13.118449510637,0.00256601536986311
"A_23_P19313","TBP",-1.23523501226627,6.88078276914478,-12.6462947413784,0.00277193314384718
"A_33_P3865368","LOC254896",-2.42036387431008,4.70433128812611,-12.5658816881931,0.00280849295757774
"A_23_P28707","OGFR",-1.5346741777315,5.88061484505797,-12.4953319817574,0.00284671060150981
"A_24_P163237","STOX2",-1.98313123381082,6.42032656928993,-12.4951247397206,0.00284671060150981
"A_33_P3343428","TRAF3IP2",-1.41609335358632,5.29839571844441,-12.4397953917197,0.00287659035134835
"A_33_P3339915","REXO1L1",-3.02171182661114,4.4934189647845,-12.1397815121563,0.00305464286276099
"A_33_P3404879","LPHN2",-1.10401186564613,5.98561565640139,-11.9290201067101,0.00318567397315826
"A_24_P23245","NDUFA6",-1.16461706658682,4.41101842618481,-11.7921078309573,0.00327527971298087
"A_33_P3411632","TMEM121",-1.48603320792426,10.1804260013169,-11.6656073297283,0.0033535163106822
"A_33_P3415859","NLRC3",-1.38216347304276,4.50727739519104,-11.5714920361123,0.00341248256260108
"A_33_P3330443","FAM110B",-1.70478175756825,5.29778218582625,-11.2029545183637,0.00361687098252033
"A_23_P148308","RBM3",-1.47959743245835,4.99235113732062,-11.089727082213,0.00365930277322863
"A_23_P102060","SSFA2",-1.30121516803662,4.77127644766682,-10.9912041697847,0.00372878533857348
"A_23_P254594","GNRH1",-1.14905166590579,4.40323572584429,-10.6799997017676,0.00396263649066464
"A_23_P135769","ACTB",-1.02907126900261,5.03180722836288,-10.6660541501089,0.00397166910922469
"A_23_P217297","ZNF711",-1.90275408168394,4.40716006369453,-10.4564874870466,0.00413639013638788
"A_33_P3256858","C14orf80",-1.21725188445632,4.29145927268162,-10.3424826679554,0.00422766889274779
"A_23_P170518","DYM",-1.06795564831607,5.22618089480802,-10.2524184299393,0.00431308532353997
"A_23_P86504","C10orf76",-1.07775111505437,4.33743693433523,-10.2401434221467,0.00431554447229395
"A_23_P122387","MRPS18A",-1.00174475769293,5.42888034143305,-10.2156891731688,0.0043445147928979
"A_33_P3234124","FAM132B",-1.03604215719954,5.84071579393861,-10.1913346460259,0.00436599188882093
"A_23_P130753","DBP",-1.30124903002263,3.98742755503653,-10.1775607973234,0.00437704952084128
"A_32_P109522","ZUFSP",-1.44207882056409,5.96643479763952,-10.1440941710951,0.00441046809634608
"A_23_P358410","SRGAP3",-1.01716299894163,3.79232197371254,-10.0622262481629,0.00450942021760444
"A_23_P129413","DPEP3",-1.27326570869101,5.93906451200292,-9.64665808366054,0.00495056454216188
"A_33_P3331767","GDAP1L1",-1.57864866200555,4.72904954251364,-9.5465168591227,0.00503705110046475
"A_33_P3417437","CD164L2",-1.48847319405193,4.14297994157761,-9.43967319265767,0.00515712726363536
"A_33_P3387856","CENPN",-1.01061122285771,7.72099849909744,-9.1852811503993,0.00546911629767551
"A_23_P29225","FBXO7",-2.46877858470309,4.0142190588528,-8.70950397256469,0.00618332304136003
"A_32_P203528","SYCE2",-1.3625171567613,4.77646652813843,-8.68807477989945,0.00621577607256247
"A_24_P303420","LOC221442",-1.72292599898,3.769231345442,-8.6495805914429,0.00627259237329888
"A_23_P155288","GFM1",-2.18085590167863,5.39808228436215,-8.63075894381496,0.00630335020519949
"A_23_P88351","ATL1",-1.17536748038184,11.5447374553779,-8.29078925936002,0.00694393054548373
"A_33_P3384442","LAMA5",-1.07839026123272,4.06977285899586,-8.04386846560048,0.00744704282067263
"A_23_P133814","HIST1H3C",-1.1833837127587,5.67538941083155,-7.83816228626724,0.00788079123044932
"A_33_P3755633","SNORD124",-2.04370147157726,6.13656273098753,-7.83228612661305,0.00789298923249807
"A_23_P933","RWDD3",-1.04691716443551,5.95822527956023,-7.64102536099617,0.00832439839424797
"A_33_P3333587","FBXL20",-1.33487476779207,4.07528766267157,-7.51140470855118,0.00866477842976512
"A_23_P37415","SECISBP2L",-1.33945626937899,3.83245622124067,-7.15809548380705,0.00973188534096095
"A_23_P77859","TMEM88",-1.80287760221944,4.45932756353121,-7.08221712302451,0.00999200308214894
"A_33_P3436732","DSCR10",-1.51847182572757,4.68112836299528,-6.7926863282167,0.0110018553707343
"A_24_P838947","TBC1D3P5",-1.46197664460109,4.96220210065676,-6.74672210612476,0.011184791928368
"A_33_P3320272","TMEM79",-1.03013678939466,7.58578643345465,-6.71007407792027,0.0113325899416427
"A_23_P160869","LRIG2",-1.35022462315524,4.30779577952605,-6.61290280517696,0.0117166642907131
"A_23_P100127","CASC5",-1.30872078695539,4.93167349931814,-6.59162614127261,0.0117888741275387
"A_24_P390833","MPPE1",-1.44228087295458,4.38297934225569,-6.55848884033852,0.0119481106120719
"A_23_P95453","NRXN1",-1.27859932728521,4.18630699388738,-6.41517188134693,0.0126469215191874
"A_33_P3407863","LOC100507199",-3.15868958559036,4.32405877132101,-6.10843741839968,0.0142613065311034
"A_33_P3289422","ZNF765",-2.01953105079585,4.1220317237405,-6.01356734256348,0.0147709915612382
"A_23_P321466","PEX11G",-1.26683760660127,4.6585406198392,-5.94935266249833,0.0151262900506576
"A_33_P3404531","ZCWPW1",-1.34481988017669,5.19500209833822,-5.87914202431081,0.015593231678097
"A_23_P38567","SPECC1",-2.07857360498266,4.86411676162486,-5.81121986992944,0.0160349447177354
"A_24_P100996","ANO5",-1.4192129454667,3.55623822443702,-5.75587064465977,0.016465187474275
"A_23_P82478","PUS7",-1.04587223855621,4.40562165248806,-5.09909727821481,0.0220726826443194
"A_33_P3474319","SLC37A2",-1.79530408261932,4.27769279762718,-4.87356694713895,0.024672319337241
"A_33_P3227209","PA2G4",-1.46780238261754,4.20833317068832,-4.67704733371264,0.0272578025243702
"A_24_P248053","TOP1MT",-1.0657462293575,4.47630079282386,-4.36496459210777,0.032266761632992
"A_23_P45955","TEKT2",-1.00419224642599,7.41556914882802,-3.98969222528294,0.0401058768592846
