"ProbeName","GeneSymbol","logFC","AveExpr","t","adj.P.Val","category"
"A_33_P3321801","LOC100272216",2.70838702426258,8.26389430022093,40.9486489856878,0.000351777174168597,"Upregulated"
"A_23_P111865","ZSCAN21",-5.50122674432356,7.79213502032562,-40.7375945906289,0.000353062339165403,"Downregulated"
"A_33_P3245517","LOC441666",-4.46349180305268,5.83008647224305,-40.5162019409415,0.000353062339165403,"Downregulated"
"A_33_P3225696","ZNF526",2.08276430748498,5.88805905316729,40.4246543215882,0.000353062339165403,"Upregulated"
"A_23_P56213","GRAMD1A",-4.84573619906074,6.46469905061017,-40.2906901237463,0.000353062339165403,"Downregulated"
"A_23_P312610","DNAJC4",2.59181709894429,9.52737199782622,39.708038577264,0.000359554062678013,"Upregulated"
"A_33_P3229239","HIST2H2BF",2.20048479100279,9.9839744929453,39.6731918422208,0.000359554062678013,"Upregulated"
"A_23_P347528","TFCP2",2.04937708277188,7.17985171602812,39.5511288703439,0.000359554062678013,"Upregulated"
"A_23_P101461","CCDC130",2.82367631189707,7.20023652263925,39.2278799437394,0.000367160864651469,"Upregulated"
"A_33_P3405459","C20orf195",-4.8334449311043,6.21381403713502,-39.0617059855048,0.000368517770590871,"Downregulated"
"A_24_P390583","USP31",2.1611792332064,5.59786121046478,38.5785389345538,0.000380780948569796,"Upregulated"
"A_33_P3261648","ANKRD36B",2.20615928613506,8.00882656122001,38.5152210993189,0.000380780948569796,"Upregulated"
"A_24_P334640","PAQR8",1.97147207255444,8.1664585217615,37.9497009070079,0.000399145179554597,"Upregulated"
"A_23_P89431","CCL2",-2.30563535341151,11.4706233075978,-37.8600693933212,0.000399145179554597,"Downregulated"
"A_23_P63908","TRUB1",2.03310221408445,9.00129027141425,37.3683542474698,0.0004169623983121,"Upregulated"
"A_33_P3222728","ZNF167",1.84364338854974,7.24964634895157,36.9867519508858,0.000427936596743335,"Upregulated"
"A_23_P369983","FAM98C",1.99197800787395,7.7315845210571,36.8690346860375,0.000427936596743335,"Upregulated"
"A_23_P101392","TMEM38A",2.06308284684897,6.688447290184,36.6009189949836,0.000427936596743335,"Upregulated"
"A_33_P3236563","ALDH3B1",2.21869741848657,11.8331705453219,36.5112844098417,0.000427936596743335,"Upregulated"
"A_23_P217068","RPL12",2.48167832779128,9.53546894107201,36.4352497304876,0.000427936596743335,"Upregulated"
"A_24_P563545","SLC30A7",-3.13912917282791,4.3927014688918,-36.4008826124338,0.000427936596743335,"Downregulated"
"A_33_P3307307","MLL",1.89770607056115,7.08472154094013,36.3754574495903,0.000427936596743335,"Upregulated"
"A_23_P40108","COL9A3",1.93271475960973,6.84458626256968,36.1916977103173,0.000432131068336137,"Upregulated"
"A_24_P184555","PXN",2.72900869176062,8.48802608237813,36.0727566891001,0.000433036379368884,"Upregulated"
"A_32_P206050","TBC1D30",1.68856194830704,9.24127194024375,35.7597007743723,0.000444515534160308,"Upregulated"
"A_23_P503200","PHF10",-1.83472768973682,5.21826731805177,-35.6070373327045,0.000447522753665055,"Downregulated"
"A_23_P102262","MRPL19",1.69473966488102,7.00395236433443,35.4548950524949,0.000450622832401354,"Upregulated"
"A_23_P215214","LMBR1",2.21275053724738,9.0680617588707,35.0386939539116,0.000454951212067435,"Upregulated"
"A_33_P3373375","CD81",1.97625084535035,6.1882214786404,34.9605055207067,0.000454951212067435,"Upregulated"
"A_24_P258846","NFATC1",1.67029031971461,9.23240470738665,34.8725128142135,0.000454951212067435,"Upregulated"
"A_23_P105619","TMEM116",2.1781764023993,9.8702461264894,34.8431308150199,0.000454951212067435,"Upregulated"
"A_23_P106433","RCCD1",-1.92670682704302,6.39452461293329,-34.7507024707402,0.000454951212067435,"Downregulated"
"A_23_P50735","ZNF181",2.1777864338988,6.14766875012223,34.7353222335034,0.000454951212067435,"Upregulated"
"A_23_P370569","C12orf66",1.65657059996547,11.9393235766414,34.7089401509991,0.000454951212067435,"Upregulated"
"A_23_P206441","FANCA",-2.20996313283295,6.54534584227554,-34.5743869431111,0.000454951212067435,"Downregulated"
"A_23_P306105","GALNT1",2.26576763976586,4.57915839299588,34.5136712591827,0.000454951212067435,"Upregulated"
"A_24_P341187","GBA2",1.85792050379439,6.66568295618763,34.4539157251217,0.000454951212067435,"Upregulated"
"A_33_P3291176","VMAC",2.01602382226402,8.90073034541098,34.4042261266703,0.000454951212067435,"Upregulated"
"A_33_P3302220","NR2C1",-1.62321257885776,10.8210697993616,-34.1994501642446,0.000458436163845782,"Downregulated"
"A_33_P3420816","GDF1",-6.94111628333615,6.90636461351357,-34.1329209573111,0.000458436163845782,"Downregulated"
"A_23_P28733","RBL1",-1.85636622136684,9.72085601726396,-34.0323017550066,0.000458436163845782,"Downregulated"
"A_24_P500891","AK2",2.69133569106344,8.31781650478966,34.0248796224772,0.000458436163845782,"Upregulated"
"A_24_P269551","CLVS1",1.62065112349433,8.38433946428764,33.849931689693,0.000461511757693123,"Upregulated"
"A_23_P314712","CABYR",1.5852952874956,12.4582592001737,33.8194978966453,0.000461511757693123,"Upregulated"
"A_23_P21230","TRIM37",1.8159754870575,7.53260676273329,33.4744221542335,0.000475137815666515,"Upregulated"
"A_23_P17130","C2orf88",-1.62409292843981,7.08398522676068,-33.4478324253715,0.000475137815666515,"Downregulated"
"A_23_P41716","GNB2L1",-2.14142320715973,8.33856001609397,-32.8591328691656,0.000505216031164792,"Downregulated"
"A_23_P65983","CCDC102A",-3.32173684860372,8.05926155077881,-32.8415864119956,0.000505216031164792,"Downregulated"
"A_24_P49447","KIAA1432",1.57315899685006,9.25831701096925,32.7581208199092,0.000506093477254142,"Upregulated"
"A_33_P3246733","MNT",1.54668974090074,7.27358761659621,32.6422337099297,0.000509254957334804,"Upregulated"
"A_23_P47073","WDR37",1.51830959245808,7.18168912435698,32.5200665484968,0.000512945485799893,"Upregulated"
"A_33_P3259557","LOC440104",1.99156531259551,5.4440018543766,32.4035119751302,0.000515424913142344,"Upregulated"
"A_33_P3720195","LOC375196",1.53603060515958,10.8362860780636,32.3495104051396,0.000515424913142344,"Upregulated"
"A_23_P124044","DEAF1",1.62968717053155,7.00370623005663,32.2289291333535,0.000516851251434847,"Upregulated"
"A_33_P3328772","PLEKHA5",1.6587417398987,8.77555412119095,32.1972961795262,0.000516851251434847,"Upregulated"
"A_23_P256956","KIF20A",1.67857879852772,10.5563724868563,32.0964302232179,0.000519408843269736,"Upregulated"
"A_33_P3226439","LOC728903",-1.60544450661604,9.77920457803943,-32.0282298760093,0.000519700671418323,"Downregulated"
"A_33_P3309501","MEG3",1.61907361967711,9.2197049428084,31.89150519859,0.000523208179192786,"Upregulated"
"A_23_P55873","CC2D1A",1.69199076911258,9.27210349566466,31.8533879262956,0.000523208179192786,"Upregulated"
"A_33_P3414883","ATMIN",-1.86182302621427,6.42158999341075,-31.7890105130194,0.000523380742616397,"Downregulated"
"A_23_P106682","EMP2",-2.31809395305348,7.12114419161994,-31.6229652578466,0.000531058195933954,"Downregulated"
"A_23_P94422","MELK",1.98517584219352,6.94788739701055,31.5232912712845,0.000531566412905653,"Upregulated"
"A_24_P232790","C14orf162",-1.81265752513816,6.57869719583795,-31.4893090327772,0.000531566412905653,"Downregulated"
"A_23_P70328","CENPQ",1.67262982555435,9.87738386668633,31.4271377255597,0.000531566412905653,"Upregulated"
"A_23_P360744","RAG1",-1.62805417555255,9.75558483452736,-31.3777658338953,0.000531566412905653,"Downregulated"
"A_24_P413941","C2orf69",1.56509804876144,6.23034513179534,31.2355192611103,0.000536207326777927,"Upregulated"
"A_23_P342138","ADAMTSL1",-1.79497069964395,7.61188567007961,-31.2005334007413,0.000536207326777927,"Downregulated"
"A_23_P330895","NFKBIB",1.75710435505959,5.79507457119129,31.1343044267918,0.000536920201048291,"Upregulated"
"A_33_P3296479","APP",2.63763517675055,7.00344440701327,31.05452655582,0.000538713204495164,"Upregulated"
"A_23_P110504","CLPTM1L",1.93278145304143,6.31360980817615,30.9661322774986,0.000538984667091198,"Upregulated"
"A_23_P153867","CERS4",1.55424956095687,9.24565594199163,30.9380335606036,0.000538984667091198,"Upregulated"
"A_23_P363778","FRZB",1.74121875513262,8.6954929444552,30.8405105718753,0.000538984667091198,"Upregulated"
"A_23_P114232","PRDX4",-1.80860984296,8.04169464627431,-30.8314515502708,0.000538984667091198,"Downregulated"
"A_33_P3256685","TTF2",1.46466741783006,8.98421900850204,30.7367292414599,0.000538986568792491,"Upregulated"
"A_24_P59220","POTEF",1.44996297369219,10.0510374049203,30.7063593235639,0.000538986568792491,"Upregulated"
"A_23_P303260","STX7",-3.01766309390626,8.17342205366227,-30.6279689604012,0.000538986568792491,"Downregulated"
"A_23_P218770","RAC2",1.66244033712929,10.1168218971734,30.6200273601909,0.000538986568792491,"Upregulated"
"A_33_P3345309","PRSS56",2.27931063732455,10.2283266070609,30.3931485845091,0.00055211609874913,"Upregulated"
"A_23_P115167","LRRC8B",-1.6493233720743,8.91405377165539,-30.3508995581127,0.00055211609874913,"Downregulated"
"A_33_P3215788","ANKRD36",-1.69341058313919,8.08716447704477,-30.2346034465444,0.000555240216511174,"Downregulated"
"A_23_P113748","ZNF385D",1.51509198439207,7.9876355372422,30.1944864214667,0.000555240216511174,"Upregulated"
"A_33_P3395369","AMD1",1.76350079911509,4.424380548373,30.1622391436527,0.000555240216511174,"Upregulated"
"A_23_P160481","DCAF6",1.56991829475691,4.83142842011331,29.9536087205746,0.000568385462365598,"Upregulated"
"A_23_P139654","KLRC1",1.53693178413291,8.89652076689283,29.8310719519743,0.000572025450361042,"Upregulated"
"A_23_P106822","NOB1",2.14772560733396,9.51929583902368,29.8140311897549,0.000572025450361042,"Upregulated"
"A_32_P212095","C17orf105",1.53469121179456,7.14287010194239,29.4787667541574,0.00058997533798545,"Upregulated"
"A_33_P3284715","SCARNA7",2.33653112511414,6.32671744635625,29.47707024277,0.00058997533798545,"Upregulated"
"A_23_P82065","ELOVL4",1.63822353776973,10.2086341073852,29.3872977836729,0.00058997533798545,"Upregulated"
"A_23_P420373","DNMT3A",-1.53391469551261,13.1457616133816,-29.3851389663532,0.00058997533798545,"Downregulated"
"A_23_P202071","CELF2",-1.73035155355915,8.14793515940397,-29.3416051215723,0.00058997533798545,"Downregulated"
"A_33_P3256677","CCDC101",2.12745978090208,8.6043911046879,29.3286149105657,0.00058997533798545,"Upregulated"
"A_24_P354496","C4orf38",1.74214511321923,14.8326239245969,28.9959606129639,0.000599227841064504,"Upregulated"
"A_23_P117683","C15orf63",1.92049088654604,6.64980391564557,28.9161266839262,0.000599227841064504,"Upregulated"
"A_33_P3316539","SLC7A2",1.70852497932973,6.07209236871256,28.8674369722473,0.000599227841064504,"Upregulated"
"A_32_P36313","VTI1A",1.3852391354686,14.6576860508198,28.7843365865148,0.000599227841064504,"Upregulated"
"A_23_P123096","GNGT1",1.69424645506518,5.6158193773522,28.7794713395717,0.000599227841064504,"Upregulated"
"A_32_P54503","LOC100134229",1.418003293129,9.85105310582822,28.7760275110916,0.000599227841064504,"Upregulated"
"A_24_P11061","CSAG1",1.36386161251886,10.406561187043,28.7004299541552,0.000599227841064504,"Upregulated"
"A_23_P111041","HIST1H2BI",1.41932942167725,9.90527232324814,28.689987528931,0.000599227841064504,"Upregulated"
"A_32_P118258","RPL21",1.43572873902633,8.71038837603943,28.6688706451186,0.000599227841064504,"Upregulated"
"A_33_P3269453","BPTF",1.56622020268682,10.3456744842553,28.6672250963985,0.000599227841064504,"Upregulated"
"A_23_P90369","C19orf6",2.34965974292627,7.62868002124534,28.6523356861635,0.000599227841064504,"Upregulated"
"A_23_P138480","C10orf95",1.64186674666142,12.422188152906,28.6493076714833,0.000599227841064504,"Upregulated"
"A_23_P117599","AHSA1",-1.47952781135859,5.04066737886265,-28.6308541356335,0.000599227841064504,"Downregulated"
"A_23_P204630","NTN4",1.63201651229865,11.3164402701709,28.6069852155204,0.000599227841064504,"Upregulated"
"A_24_P633902","RNF115",2.01288552831959,5.86744932376084,28.5714517239293,0.000599227841064504,"Upregulated"
"A_23_P115407","GSTM1",-4.89934531400697,6.29089718438427,-28.5260362678212,0.000599227841064504,"Downregulated"
"A_23_P255805","ZNF7",1.4326624744106,9.37553514252088,28.5121614755175,0.000599227841064504,"Upregulated"
"A_23_P9662","IPP",-1.75907561358154,4.18694433259728,-28.3976943830867,0.000600386004465833,"Downregulated"
"A_23_P99693","ZBTB1",1.33344922603963,7.0765907989771,28.3756326883827,0.000600386004465833,"Upregulated"
"A_23_P2066","APIP",-1.63497692959191,8.981023286978,-28.3589818441806,0.000600386004465833,"Downregulated"
"A_24_P289404","RPS26",-1.48876945340978,3.80415484429115,-28.3402382184294,0.000600386004465833,"Downregulated"
"A_23_P120694","KCNE2",-1.9394569536782,5.35915472313434,-28.28438601019,0.000600386004465833,"Downregulated"
"A_23_P319626","ELAVL3",1.55873269262775,8.91447522311611,28.2693305069017,0.000600386004465833,"Upregulated"
"A_23_P141484","C17orf63",1.54954715681482,8.5976131587458,28.18694627514,0.000604266777937297,"Upregulated"
"A_23_P334857","ZNF385B",1.38242340690688,5.86711738501834,28.1535035884037,0.000604266777937297,"Upregulated"
"A_24_P324640","ZNF544",-1.58238881536955,9.19811506526835,-28.0682219611672,0.000606037967150379,"Downregulated"
"A_23_P88095","TBC1D4",1.91554126614504,7.36299380752928,28.061407615468,0.000606037967150379,"Upregulated"
"A_23_P110492","MARCH6",1.68174637887238,5.87271001145411,27.9172695333172,0.00061386799763825,"Upregulated"
"A_24_P4334","RNF38",1.56040489740356,8.92757544571787,27.9075265590397,0.00061386799763825,"Upregulated"
"A_24_P346604","UBE2W",1.48307526553607,6.93763522819119,27.8511292042405,0.00061429766513855,"Upregulated"
"A_32_P127350","LINC00461",1.53702604274652,7.71859279457565,27.8319416851971,0.00061429766513855,"Upregulated"
"A_23_P65240","COL4A1",1.84697340055455,5.58216761742068,27.7295903422426,0.000614581299126154,"Upregulated"
"A_24_P941166","ZNF425",1.77196770729057,9.52702726441277,27.6564177169224,0.000614581299126154,"Upregulated"
"A_24_P156886","DDX59",1.3319341386961,8.44701197490044,27.6487095457988,0.000614581299126154,"Upregulated"
"A_23_P112482","AQP3",1.31581970381158,11.8496716353767,27.6328184878833,0.000614581299126154,"Upregulated"
"A_33_P3242965","ATAD3C",1.89365918320203,4.4881304840168,27.6300490264713,0.000614581299126154,"Upregulated"
"A_24_P114142","CNTN2",1.33538138179349,7.61156189906658,27.6213087989621,0.000614581299126154,"Upregulated"
"A_23_P118493","TOM1L1",1.5087013930406,7.98444024156647,27.4249854030578,0.000623065543081406,"Upregulated"
"A_33_P3226557","PRR23B",-1.34354024904707,7.59682277640777,-27.4172137447495,0.000623065543081406,"Downregulated"
"A_23_P502060","AQP6",1.38253608429087,7.30224487407433,27.3407282477694,0.000623065543081406,"Upregulated"
"A_23_P120335","MTX2",-1.40996978376268,7.33651330742962,-27.3394181319733,0.000623065543081406,"Downregulated"
"A_23_P352266","BCL2",1.92389983740212,9.46358849841378,27.3213038745394,0.000623065543081406,"Upregulated"
"A_23_P501849","RPL13",1.76783086178128,6.59774881543368,27.3109148512258,0.000623065543081406,"Upregulated"
"A_23_P99625","FITM1",1.85465841206428,8.47119842924035,27.2943141365108,0.000623065543081406,"Upregulated"
"A_23_P108564","B3GALT1",1.40496455227005,6.88660890976277,27.271738902521,0.000623065543081406,"Upregulated"
"A_33_P3333537","VPS13C",-1.61122646719226,6.97609927717032,-27.0059054106846,0.000641648618538982,"Downregulated"
"A_23_P148463","CUL4B",1.98695350363756,6.75074929828546,26.9622816812589,0.000641648618538982,"Upregulated"
"A_23_P111361","PPIL6",1.3392990170192,10.3853978903907,26.9201609459448,0.000641648618538982,"Upregulated"
"A_32_P59486","SDHD",1.54774961899008,7.10609643659972,26.9196390634078,0.000641648618538982,"Upregulated"
"A_23_P122375","ZFAND3",1.63537387486183,11.2063006197423,26.9131783226952,0.000641648618538982,"Upregulated"
"A_23_P105562","VWF",-1.49315728861941,11.5258082574029,-26.9023302806088,0.000641648618538982,"Downregulated"
"A_24_P277934","COL1A2",1.46158509472798,6.31793521311642,26.8566628099647,0.000642501439769979,"Upregulated"
"A_24_P264909","NDFIP2",1.26702352892785,5.7168137935522,26.8160258900423,0.000642501439769979,"Upregulated"
"A_24_P83075","LOC100509196",1.56693817618198,8.88579133191226,26.7830201969241,0.000642501439769979,"Upregulated"
"A_24_P79054","TGFB1",1.30964564597558,6.30474859048827,26.772822885654,0.000642501439769979,"Upregulated"
"A_23_P215024","LRRC1",1.44113435951216,7.07741778552695,26.7272001283667,0.000644166946985927,"Upregulated"
"A_23_P28953","DNMT3B",1.39679643665662,7.9253023369495,26.6680238557623,0.000644673626745841,"Upregulated"
"A_24_P119201","MBD2",1.59075965004301,4.83022004235989,26.6508749578788,0.000644673626745841,"Upregulated"
"A_24_P83379","WDFY3",1.8472724117321,8.02458731038043,26.6338887728046,0.000644673626745841,"Upregulated"
"A_23_P11995","PRDX1",-1.96658233170684,6.80179667036279,-26.5748035534863,0.00064787281012671,"Downregulated"
"A_23_P146811","FBXO38",-1.81056676481347,8.12369463464932,-26.4132807926424,0.000662297890519855,"Downregulated"
"A_33_P3325257","LOC442421",-1.68812898921784,10.3370934016877,-26.2449924448397,0.000677937968032955,"Downregulated"
"A_33_P3369245","LOC100129826",1.47516915456578,6.84832675491554,26.2040862444866,0.000679369911960728,"Upregulated"
"A_33_P3258953","EP400NL",1.28639014112866,9.67002106085771,26.1020764103459,0.000682392631360426,"Upregulated"
"A_23_P318860","APLNR",1.44717363033308,7.1387358877741,26.0808511721053,0.000682392631360426,"Upregulated"
"A_33_P3276364","HSD17B7",-1.42280173948204,8.00167601890427,-26.0255029619879,0.000682392631360426,"Downregulated"
"A_33_P3320499","RAI1",1.26516018353998,9.54447860500457,26.0096950964583,0.000682392631360426,"Upregulated"
"A_23_P110362","LAMTOR3",1.4706241605661,9.14081604462851,26.0028930943381,0.000682392631360426,"Upregulated"
"A_33_P3311403","MRVI1",1.23368263220908,6.71542469918685,25.9843515928005,0.000682392631360426,"Upregulated"
"A_33_P3419938","VHL",1.78210160855801,8.81583918654234,25.9518049275988,0.000682392631360426,"Upregulated"
"A_23_P257905","CENPB",1.32234618098622,9.19386741060614,25.9382785776704,0.000682392631360426,"Upregulated"
"A_23_P391637","TBC1D24",1.6283861978,7.07353451391007,25.9302042075414,0.000682392631360426,"Upregulated"
"A_33_P3309665","ZFP3",1.50186601723936,8.92022394986558,25.8771528837747,0.000685450675838468,"Upregulated"
"A_33_P3216319","ZCCHC14",1.58933081856922,8.91281802031518,25.8212281538547,0.000685645676223736,"Upregulated"
"A_23_P333218","ERGIC1",-1.51258233755178,7.33567345804817,-25.7988532515576,0.000685645676223736,"Downregulated"
"A_33_P3441021","TMEM233",1.24867426501528,11.8598038577468,25.7673954110796,0.000685645676223736,"Upregulated"
"A_23_P115366","CMPK1",1.29933659019414,6.91688636573904,25.7639078793137,0.000685645676223736,"Upregulated"
"A_23_P120316","MTHFD2",1.49446503371164,8.80638569898354,25.7441711858098,0.000685645676223736,"Upregulated"
"A_33_P3290672","SELT",1.42301567750532,6.86494639414213,25.6730422041285,0.000687540603647023,"Upregulated"
"A_33_P3405004","NFXL1",1.44806081882113,5.49369664765425,25.6560164756736,0.000687540603647023,"Upregulated"
"A_23_P53614","BRAP",1.38514706145931,6.61600917237752,25.6400365069448,0.000687540603647023,"Upregulated"
"A_23_P361584","TMEM154",1.60391228098373,6.91046021786119,25.6054486220927,0.000687540603647023,"Upregulated"
"A_23_P20980","CYC1",-1.78290962116946,6.3881551582583,-25.5939372215363,0.000687540603647023,"Downregulated"
"A_23_P28772","DBNDD2",1.61896544344035,6.46978125664178,25.5302635430073,0.000687540603647023,"Upregulated"
"A_33_P3216433","LOC147804",1.43342655419019,6.51114011627099,25.5246624195322,0.000687540603647023,"Upregulated"
"A_23_P66050","B3GNT9",-1.22423409677492,6.41533454400107,-25.521258575741,0.000687540603647023,"Downregulated"
"A_23_P370684","TIGD4",1.31470737502789,8.86855426110424,25.4785902590521,0.000687540603647023,"Upregulated"
"A_33_P3260377","CRISPLD1",1.29214015827632,6.08786759401577,25.4599980505695,0.000687540603647023,"Upregulated"
"A_23_P120442","NCOA3",1.202831724157,13.1998514251969,25.4281413953143,0.000687540603647023,"Upregulated"
"A_23_P129486","SEPX1",1.46315239249788,12.8247734554195,25.4270752113783,0.000687540603647023,"Upregulated"
"A_23_P103703","HSPB7",1.24899631732508,7.31339131873654,25.2803345218565,0.000700272035821558,"Upregulated"
"A_23_P50232","AURKC",-1.32384689323701,9.38652960657405,-25.2594738584912,0.000700272035821558,"Downregulated"
"A_23_P139486","CDK2AP1",1.26291176221766,8.12703093273441,25.2431191716574,0.000700272035821558,"Upregulated"
"A_32_P226786","FAM126B",2.46364650719192,5.37313053083797,25.2017750603602,0.000700272035821558,"Upregulated"
"A_33_P3230698","KIF1A",-1.49880192646041,5.81866046742542,-25.2017219743098,0.000700272035821558,"Downregulated"
"A_24_P312041","PLAGL1",1.265754684997,8.66532101865497,25.1519402003156,0.000703490735570523,"Upregulated"
"A_23_P119907","ANKZF1",1.5624070076562,9.30250489843087,24.9437055459762,0.000726697808547561,"Upregulated"
"A_23_P122041","PPP2CA",1.41973070197307,6.23151103082092,24.8469646203015,0.000734199369270519,"Upregulated"
"A_23_P314222","LEO1",1.76971388630741,4.5171816253269,24.8395101730934,0.000734199369270519,"Upregulated"
